@relation MultiGaussian

@attribute x numeric
@attribute y numeric
@attribute class {0,1}

@data
27.898,7.2997,1
28.68,8.4447,1
28.373,7.4468,1
28.638,7.5831,1
29.416,8.6151,1
28.424,9.6334,1
30.248,8.7251,1
28.246,9.965,1
30.499,8.427,1
27.338,7.466,1
28.592,7.9215,1
28.406,7.0896,1
27.847,8.4456,1
28.919,5.6792,1
28.392,6.967,1
26.873,8.9784,1
30.384,6.7006,1
31.416,7.8847,1
26.502,10.116,1
29.698,7.841,1
28.342,8.0706,1
29.967,8.2748,1
29.497,8.6483,1
26.592,7.6192,1
29.938,6.9696,1
28.627,8.2067,1
27.805,8.54,1
28.059,8.903,1
29.259,5.5042,1
29.208,6.5187,1
32.157,7.166,1
27.785,7.2914,1
30.467,7.9078,1
27.823,9.0589,1
27.256,5.4288,1
29.745,8.4796,1
29.602,9.3802,1
29.999,7.749,1
29.077,8.3925,1
29.214,6.7762,1
28.793,7.3511,1
29.589,7.0932,1
29.966,6.9583,1
28.493,7.7724,1
28.766,7.4765,1
27.456,8.0162,1
27.752,7.8904,1
25.932,7.1128,1
30.768,6.483,1
29.702,8.4736,1
29.98,8.0877,1
31.528,8.2963,1
28.062,7.3171,1
29.115,6.381,1
27.45,7.7402,1
28.959,8.2188,1
27.191,8.0991,1
28.729,7.3423,1
29.652,6.0887,1
27.76,8.4909,1
27.75,7.191,1
28.62,7.3996,1
30.734,9.5737,1
27.12,7.3413,1
28.691,6.8416,1
28.901,8.2482,1
31.072,7.7173,1
29.034,7.1372,1
27.637,9.1812,1
29.631,9.3129,1
28.565,8.0385,1
28.296,6.5548,1
29.332,8.1685,1
28.051,6.8679,1
29.417,7.2262,1
27.004,8.7025,1
28.88,7.0783,1
27.779,8.3184,1
29.181,6.4518,1
28.233,8.5314,1
28.451,6.4602,1
26.985,9.1932,1
29.149,7.5027,1
27.712,5.4224,1
28.562,7.4196,1
27.836,7.8105,1
29.946,7.2134,1
31.094,8.1412,1
30.051,7.1868,1
29.285,9.1921,1
29.632,8.0095,1
32.88,7.9471,1
25.689,8.3688,1
29.491,7.69,1
28.741,6.8318,1
29.543,8.5849,1
29.814,8.6107,1
28.811,8.0476,1
29.715,8.3923,1
29.741,9.2883,1
28.134,9.3719,1
27.765,6.5005,1
29.919,8.3408,1
29.019,7.8865,1
29.491,8.1635,1
31.02,9.108,1
29.32,10.555,1
29.981,8.6199,1
31.498,10.792,1
28.052,10.23,1
28.917,7.1497,1
29.174,7.1592,1
27.608,6.1604,1
31.064,7.5418,1
28.752,9.8645,1
30.187,8.1788,1
28.867,8.3137,1
28.723,8.1614,1
26.442,7.2963,1
32.24,9.0563,1
29.121,7.4796,1
31.142,8.4745,1
29.63,9.42,1
29.167,8.673,1
27.171,7.9693,1
29.433,8.209,1
29.131,7.3074,1
27.936,7.1296,1
28.62,7.5875,1
30.66,10.79,1
28.946,6.2844,1
27.786,7.2769,1
29.631,7.8495,1
27.419,7.305,1
28.784,7.3337,1
29.25,7.1818,1
29.354,7.0828,1
24.298,11.814,1
23.442,6.491,1
23.773,5.4367,1
25.237,7.6671,1
23.64,6.4446,1
24.518,10.566,1
24.399,7.3345,1
24.063,10.255,1
24.148,4.9862,1
23.939,9.1787,1
24.225,7.5101,1
23.447,4.2822,1
23.409,9.4061,1
24.821,11.783,1
23.983,7.0295,1
24.685,8.6066,1
23.419,4.8538,1
24.311,8.8825,1
24.551,6.155,1
24.508,11.348,1
23.962,8.9369,1
24.386,7.2056,1
23.407,7.2396,1
24.207,8.6215,1
24.097,9.0087,1
24.127,7.1655,1
24.256,5.744,1
24.444,8.4861,1
23.396,5.542,1
23.559,8.8168,1
23.843,8.5099,1
23.553,8.6118,1
23.3,9.4056,1
23.62,3.6165,1
23.695,7.7433,1
24.659,9.7382,1
23.167,7.8835,1
23.819,4.9403,1
23.287,8.0819,1
24.126,6.374,1
23.754,8.5292,1
23.359,9.0078,1
23.811,7.1485,1
23.986,11.478,1
23.967,7.5063,1
24.114,8.8516,1
23.281,7.2894,1
24.581,9.0778,1
23.458,10.217,1
24.111,7.5414,1
24.681,10.927,1
24.63,9.989,1
24.653,9.106,1
23.811,10.375,1
24.035,7.7977,1
24.326,5.8959,1
25.015,7.479,1
23.44,5.918,1
23.514,5.0117,1
22.501,7.292,1
24.463,8.016,1
23.857,7.41,1
23.893,8.2225,1
23.752,9.5649,1
24.089,10.3,1
23.898,8.0429,1
23.287,7.2477,1
23.341,8.5289,1
24.182,8.2472,1
24.039,8.0038,1
24.066,8.1014,1
23.257,7.526,1
24.002,8.4412,1
24.407,8.1944,1
23.903,7.1535,1
23.955,8.761,1
23.365,8.9305,1
24.461,5.9271,1
24.357,8.614,1
24.033,6.1104,1
23.881,8.0292,1
24.013,7.5255,1
24.211,10.027,1
24.223,6.4492,1
23.932,9.2355,1
24.392,8.7499,1
23.596,10.693,1
24.682,9.1063,1
22.968,4.97,1
23.892,10.989,1
23.564,6.536,1
24.024,7.8789,1
23.473,6.0385,1
23.959,10.245,1
22.483,7.8975,1
23.762,6.5443,1
23.28,8.7024,1
23.271,9.8979,1
24.006,7.3617,1
22.854,8.0337,1
23.484,8.6242,1
23.996,8.8983,1
24.809,6.6348,1
25.157,7.4739,1
24.447,5.6891,1
24.088,10.805,1
23.674,8.779,1
24.733,5.327,1
23.878,10.231,1
24.068,8.209,1
23.957,6.8719,1
23.299,9.3651,1
24.878,4.1888,1
23.357,4.8916,1
23.872,8.3651,1
24.156,6.8592,1
23.561,8.7216,1
23.341,5.5551,1
24.714,6.8025,1
23.578,7.323,1
24.053,6.5814,1
23.678,9.4938,1
23.752,4.779,1
24.144,7.6798,1
23.964,8.839,1
23.435,8.016,1
23.85,10.439,1
24.137,8.7702,1
24.271,10.049,1
23.649,8.4875,1
24.06,8.3263,1
23.74,3.3722,1
24.554,7.0186,1
23.501,8.1005,1
23.947,6.9623,1
23.398,6.8059,1
23.958,8.103,1
23.578,8.6323,1
24.344,8.5096,1
24.544,8.179,1
24.254,7.9107,1
23.743,5.8236,1
23.287,8.5667,1
23.623,8.6565,1
23.744,5.1775,1
23.993,9.6975,1
24.162,7.3572,1
24.066,9.2416,1
24.539,6.4801,1
24.21,9.5867,1
24.488,8.2197,1
24.362,7.583,1
23.806,6.7622,1
24.318,9.092,1
24.257,7.5396,1
24.78,5.3605,1
23.924,4.5217,1
24.455,10.764,1
24.101,5.7307,1
23.115,7.9866,1
24.162,10.475,1
23.763,9.3837,1
24.595,8.6542,1
24.483,8.156,1
24.353,6.2146,1
25.116,5.8426,1
24.276,7.9214,1
23.927,5.5689,1
24.226,5.827,1
24.167,9.558,1
24.467,6.4623,1
23.861,7.3346,1
23.924,6.6796,1
24.24,8.8555,1
24.212,6.4207,1
24.747,8.9926,1
24.331,7.9237,1
23.892,8.1973,1
23.25,6.1929,1
24.057,11.221,1
24.254,7.0257,1
24.016,7.3964,1
23.106,7.035,1
24.081,8.5763,1
23.769,7.7101,1
24.129,6.9529,1
23.535,8.8161,1
23.455,9.8622,1
24.414,6.5534,1
23.855,10.841,1
23.725,10.176,1
24.336,7.6759,1
23.033,10.957,1
23.717,7.4255,1
23.989,7.5601,1
24.666,7.0867,1
23.571,3.3029,1
24.399,8.2704,1
24.38,7.8685,1
23.542,5.5142,1
24.695,8.5044,1
23.998,10.659,1
23.896,10.12,1
23.661,5.6568,1
24.052,5.0519,1
24.18,7.9414,1
23.822,8.5159,1
23.604,9.8718,1
24.704,8.6555,1
23.786,6.7725,1
24.551,6.1409,1
24.415,9.0735,1
23.469,9.8502,1
24.017,5.5876,1
24.08,3.4001,1
23.675,7.5963,1
24.079,6.5996,1
24.38,10.009,1
24.315,7.9069,1
24.387,7.6707,1
23.93,8.6538,1
23.34,8.1023,1
24.213,9.3599,1
23.416,8.3945,1
24.202,8.6519,1
23.914,8.1107,1
24.276,10.739,1
24.855,8.4849,1
23.448,7.5734,1
24.072,6.4186,1
24.712,8.2097,1
23.84,5.9111,1
23.353,10.868,1
23.257,4.824,1
24.427,4.1142,1
24.056,6.6032,1
24.186,9.9139,1
23.727,7.8303,1
24.872,8.6504,1
24.051,7.6805,1
24.043,9.1974,1
23.338,7.8034,1
24.202,7.6086,1
24.384,7.092,1
24.329,4.7287,1
23.351,7.9072,1
23.531,10.552,1
23.65,10.195,1
24.84,4.9605,1
24.57,6.0349,1
24.889,10.388,1
24.075,7.2962,1
23.886,6.0426,1
23.901,7.8293,1
24.06,9.5331,1
23.876,5.7863,1
23.944,9.2432,1
24.535,8.6577,1
23.973,6.8225,1
24.238,7.3897,1
23.653,7.8985,1
23.914,9.1597,1
23.896,5.9078,1
24.789,7.7813,1
24.085,7.6589,1
23.719,6.6639,1
24.043,7.1399,1
24.332,7.338,1
23.017,8.8003,1
23.702,8.2588,1
24.566,10.52,1
23.923,5.7445,1
23.945,8.4537,1
23.662,10.786,1
24.512,8.0927,1
24.022,8.1922,1
23.688,7.9122,1
23.361,4.6266,1
23.42,4.1009,1
24.078,8.2036,1
23.87,10.017,1
23.87,5.9992,1
24.565,7.5145,1
23.941,5.8825,1
