@relation Circle

@attribute x0 numeric
@attribute x1 numeric
@attribute class {1,-1}

@data
-0.771394,-0.583957,-1
-0.590491,0.634001,-1
-0.420259,0.874665,-1
0.094739,-0.518906,-1
0.660265,0.219709,-1
0.069657,0.289538,1
-0.516994,-0.562392,-1
-0.804969,0.960896,-1
-0.579204,0.101315,-1
-0.612553,0.946197,-1
-0.577265,-0.597293,-1
0.904062,0.810724,-1
0.394527,-0.711821,-1
-0.226854,0.488858,-1
0.874889,0.552879,-1
0.246517,-0.765098,-1
0.039848,0.853851,-1
-0.91427,-0.06983,-1
0.578327,-0.46135,-1
-0.307525,0.890646,-1
-0.722532,-0.057716,-1
0.881879,-0.349972,-1
0.873156,0.293979,-1
-0.12283,0.749808,-1
0.587179,0.759062,-1
-0.835495,-0.134345,-1
-0.791566,-0.461013,-1
0.560603,-0.171248,-1
-0.336136,0.746038,-1
0.855062,0.90239,-1
0.248887,-0.831119,-1
-0.425357,-0.164803,-1
0.307046,0.376006,-1
0.352086,-0.732646,-1
-0.787151,0.770351,-1
0.893891,0.48096,-1
0.507418,-0.061776,-1
0.609089,-0.12199,-1
0.525688,0.700653,-1
0.783261,0.314868,-1
-0.10624,-0.527372,-1
0.401103,0.199417,-1
-0.818741,-0.677892,-1
0.150793,-0.65488,-1
-0.882617,0.333335,-1
-0.199191,-0.834341,-1
-0.12013,-0.489426,-1
-0.726115,-0.775623,-1
0.13144,0.171548,1
-0.456001,-0.139441,-1
0.554931,-0.771194,-1
-0.675224,-0.375602,-1
0.526086,0.429603,-1
0.473347,0.868022,-1
-0.698194,-0.64435,-1
0.196594,0.859339,-1
-0.438156,-0.524691,-1
0.351827,-0.205921,-1
-0.060696,-0.371417,1
0.449299,0.264032,-1
-0.214232,0.507026,-1
0.522471,-0.457939,-1
-0.781713,-0.531976,-1
-0.313178,-0.330759,-1
0.909678,-0.432802,-1
0.360415,0.128801,1
0.028839,0.21789,1
0.481031,-0.220206,-1
0.979462,-0.006676,-1
-0.380614,-0.898653,-1
-0.604821,0.748056,-1
-0.38284,0.372922,-1
-0.426017,0.99379,-1
-0.515579,0.993085,-1
0.261436,-0.402685,-1
0.442028,0.014116,-1
0.904129,0.901319,-1
-0.975154,0.447692,-1
0.220395,0.677121,-1
0.163744,-0.802977,-1
-0.282854,-0.429549,-1
0.188313,-0.767158,-1
0.401279,0.555184,-1
-0.555184,-0.126527,-1
0.164477,0.192491,1
0.326998,0.478877,-1
0.856504,0.302049,-1
-0.377941,0.538008,-1
0.860484,0.208022,-1
-0.911981,0.081106,-1
-0.913322,0.276653,-1
0.732381,-0.839797,-1
0.324586,-0.657562,-1
0.000768,0.885641,-1
-0.522849,-0.263635,-1
-0.474062,0.310853,-1
-0.542759,-0.415275,-1
-0.457517,0.255036,-1
-0.316128,-0.824807,-1
0.962175,-0.578698,-1
-0.88032,0.84681,-1
-0.805006,0.734345,-1
0.867216,-0.170159,-1
-0.640018,0.635924,-1
0.886037,0.377566,-1
0.158617,-0.577398,-1
0.663313,-0.048387,-1
0.947501,0.501238,-1
0.053267,0.330492,1
-0.742363,-0.167607,-1
0.281913,0.156963,1
-0.065688,0.025029,1
0.038126,0.533417,-1
-0.486936,0.833304,-1
0.274992,-0.571725,-1
0.993362,0.339477,-1
-0.834691,0.195911,-1
0.209795,0.557613,-1
0.260222,0.696012,-1
0.455623,-0.453187,-1
0.407229,-0.555681,-1
-0.877282,-0.082848,-1
0.719223,-0.229315,-1
-0.144526,-0.490353,-1
-0.279469,-0.794489,-1
-0.448763,0.909445,-1
-0.002839,-0.655473,-1
-0.791734,0.074457,-1
0.580888,-0.723616,-1
-0.802813,-0.689426,-1
-0.043453,-0.750387,-1
0.573221,0.356497,-1
-0.050045,-0.738838,-1
-0.245421,0.514395,-1
0.274325,0.609279,-1
0.34599,-0.18775,1
0.494933,-0.544953,-1
-0.100232,0.598059,-1
-0.255966,0.693473,-1
-0.216833,-0.937058,-1
0.21037,-0.149825,1
0.880818,-0.85329,-1
-0.509545,-0.396705,-1
-0.943115,0.452654,-1
-0.852422,-0.627967,-1
-0.544981,0.86371,-1
-0.057322,-0.630979,-1
0.665596,-0.668518,-1
-0.269849,0.153651,1
-0.331088,-0.74981,-1
-0.170118,-0.931933,-1
-0.47328,0.355255,-1
0.792592,0.803549,-1
0.676437,0.429605,-1
0.82181,0.583756,-1
-0.300294,-0.515517,-1
0.477285,0.628912,-1
0.71765,-0.77381,-1
-0.350861,0.263624,-1
-0.654802,0.923951,-1
0.8098,-0.497271,-1
-0.873107,0.155556,-1
-0.828886,0.70567,-1
-0.679949,0.311673,-1
-0.364826,-0.203676,-1
0.007399,-0.894637,-1
-0.636234,-0.88449,-1
-0.046836,-0.695281,-1
-0.922471,-0.351463,-1
-0.677824,0.096279,-1
-0.744623,-0.218172,-1
0.179523,-0.350397,1
-0.541909,0.502551,-1
-0.962905,0.384453,-1
0.206785,0.290863,1
-0.312072,-0.929739,-1
0.092042,0.097278,1
-0.372944,-0.029712,1
-0.353157,0.594866,-1
-0.877609,0.225722,-1
-0.739206,-0.643756,-1
-0.342606,0.971557,-1
-0.195596,-0.792265,-1
0.72943,-0.077597,-1
-0.891906,0.676767,-1
0.805537,-0.235342,-1
0.538127,0.996085,-1
0.694128,-0.923115,-1
-0.102571,-0.986189,-1
-0.351005,0.243702,-1
-0.294727,-0.57098,-1
-0.956757,-0.494724,-1
-0.42636,0.614946,-1
-0.462584,0.522518,-1
0.514127,-0.953456,-1
0.778024,0.160301,-1
0.736981,0.126499,-1
-0.338861,-0.301414,-1
0.611664,0.991622,-1
0.043517,-0.408408,-1
0.499551,0.641865,-1
-0.796176,0.508776,-1
-0.308146,-0.304473,-1
0.144958,-0.978086,-1
-0.500485,-0.146159,-1
-0.753392,0.661317,-1
-0.775761,-0.160706,-1
0.693492,-0.133175,-1
0.034417,-0.564683,-1
0.798703,0.148158,-1
-0.491014,0.377065,-1
0.565007,-0.581171,-1
0.048149,0.108531,1
-0.338464,0.409452,-1
-0.29469,0.736219,-1
-0.777478,-0.536608,-1
0.741635,0.389735,-1
0.828056,0.509532,-1
-0.158853,0.42417,-1
-0.700355,0.428978,-1
0.125997,-0.805939,-1
-0.584786,0.604594,-1
0.160879,0.987192,-1
-0.095972,0.755172,-1
-0.038567,-0.694603,-1
0.682815,-0.804911,-1
0.164513,0.308302,1
-0.492991,0.576467,-1
0.114965,-0.75674,-1
-0.430113,0.931576,-1
0.707965,0.103265,-1
-0.391877,0.160029,-1
0.218205,-0.250186,1
0.927452,0.667778,-1
-0.599026,0.436123,-1
0.802403,-0.264959,-1
-0.824837,-0.452395,-1
0.209429,-0.604609,-1
-0.717233,-0.754263,-1
-0.613191,-0.572862,-1
0.868114,0.892773,-1
0.467519,-0.681401,-1
-0.523046,-0.943012,-1
0.293276,0.762952,-1
0.538195,-0.854536,-1
0.855156,0.520598,-1
-0.774069,-0.899763,-1
0.425707,-0.731691,-1
-0.539379,-0.646107,-1
-0.37485,0.157155,-1
0.948296,-0.127636,-1
-0.573182,0.456947,-1
0.304366,0.142038,1
-0.347337,-0.662469,-1
0.874394,0.848666,-1
0.975704,-0.0067,-1
-0.665553,-0.093463,-1
0.962752,-0.162844,-1
-0.069012,-0.136523,1
0.58028,-0.192264,-1
0.483362,-0.70809,-1
0.41384,0.752484,-1
0.281122,0.568766,-1
-0.902643,-0.366051,-1
0.731597,-0.999713,-1
0.1112,-0.80102,-1
-0.743392,0.898626,-1
-0.22101,-0.863862,-1
-0.539831,-0.407265,-1
0.48055,0.155564,-1
0.630594,-0.246321,-1
-0.601866,-0.591707,-1
-0.69283,0.183398,-1
-0.842036,0.737302,-1
0.225037,0.3099,1
-0.257788,0.257163,1
-0.086998,0.052591,1
0.871562,0.032609,-1
0.289033,0.095623,1
0.737288,-0.745255,-1
0.643869,0.638798,-1
-0.14416,-0.9787,-1
0.144399,0.667867,-1
-0.4467,-0.138871,-1
-0.180612,0.162619,1
0.259381,-0.743816,-1
-0.958982,-0.418568,-1
-0.004092,-0.883718,-1
0.737582,-0.908005,-1
0.048729,0.901931,-1
0.740224,-0.356191,-1
0.925203,0.59779,-1
0.862892,0.958495,-1
-0.365115,0.502003,-1
-0.535752,-0.91423,-1
0.141426,-0.025386,1
0.354026,0.702987,-1
-0.954351,0.531742,-1
0.341002,0.779245,-1
0.84981,0.635646,-1
0.956472,0.611031,-1
0.90867,0.275926,-1
-0.21387,-0.238424,1
-0.195098,-0.365628,-1
-0.519396,-0.777665,-1
0.202279,0.069231,1
0.096404,0.546681,-1
0.283795,0.007908,1
0.108343,-0.737773,-1
0.808944,0.943604,-1
-0.843518,-0.813282,-1
0.030271,-0.742717,-1
-0.574969,0.04998,-1
0.901606,-0.670163,-1
-0.958738,0.908003,-1
-0.334886,0.314606,-1
0.083805,0.150075,1
0.634027,0.695631,-1
-0.536985,-0.886823,-1
0.094158,-0.353647,1
-0.096051,0.973964,-1
0.004465,-0.473296,-1
0.914384,0.437137,-1
0.542954,0.341155,-1
-0.310406,-0.850163,-1
-0.301391,0.688506,-1
0.525107,-0.84252,-1
-0.428717,0.719956,-1
0.060921,-0.161809,1
-0.631219,0.878697,-1
-0.465247,-0.966998,-1
-0.517719,0.649172,-1
-0.671892,0.278214,-1
0.028088,0.947947,-1
-0.263718,0.758874,-1
-0.93335,0.903547,-1
0.269776,0.25594,1
-0.645658,-0.076065,-1
0.360198,-0.774064,-1
-0.826436,0.417298,-1
0.552147,-0.809418,-1
0.530946,0.522212,-1
-0.790089,-0.218982,-1
0.87759,0.972503,-1
0.013676,-0.051083,1
0.480195,0.823049,-1
0.576521,0.012944,-1
-0.131594,-0.532016,-1
0.129144,0.501054,-1
0.476763,0.885421,-1
-0.329377,0.370109,-1
-0.663807,-0.716914,-1
0.993491,0.866336,-1
-0.211061,-0.47357,-1
0.551357,0.40095,-1
-0.578613,-0.928475,-1
0.918888,-0.089557,-1
0.182502,0.590877,-1
-0.15107,-0.233256,1
0.839894,-0.614692,-1
-0.488847,-0.167239,-1
0.8835,0.256141,-1
-0.663153,-0.152665,-1
-0.433536,0.181308,-1
0.569359,-0.237591,-1
-0.565486,0.174384,-1
0.675431,0.262732,-1
-0.361968,-0.047395,1
0.777066,0.437846,-1
0.086965,0.802188,-1
0.963101,0.164518,-1
0.970727,-0.345453,-1
-0.904461,-0.031117,-1
-0.343597,0.307568,-1
0.829946,0.155724,-1
-0.107063,0.766047,-1
-0.802119,0.302793,-1
0.780313,0.924368,-1
0.156589,-0.449346,-1
-0.610565,-0.046972,-1
-0.217965,-0.726464,-1
0.485465,-0.201198,-1
-0.655766,0.911867,-1
0.635826,0.606954,-1
0.093565,-0.899371,-1
-0.366999,-0.644892,-1
-0.834644,-0.820975,-1
-0.307138,-0.823873,-1
0.817455,0.747399,-1
0.910669,-0.258505,-1
-0.164155,-0.142817,1
-0.205213,-0.457529,-1
-0.935498,0.499591,-1
-0.020273,0.473841,-1
-0.955376,0.828781,-1
0.185942,-0.71693,-1
0.818274,0.9322,-1
-0.439929,0.978505,-1
0.442932,0.631815,-1
-0.031181,0.472113,-1
-0.785496,0.382263,-1
-0.258376,0.937495,-1
0.575429,-0.942266,-1
0.431572,-0.110501,-1
-0.187468,0.030721,1
-0.995305,-0.109317,-1
-0.012922,0.143263,1
0.801389,0.537789,-1
0.943561,0.955057,-1
-0.769731,-0.356642,-1
0.831416,0.985624,-1
-0.425422,0.823354,-1
0.037733,0.451469,-1
-0.050386,-0.051482,1
-0.434394,-0.482294,-1
0.437887,0.99021,-1
0.471067,0.126579,-1
-0.488146,-0.874908,-1
-0.171375,-0.822317,-1
0.133374,0.449481,-1
0.171357,0.258668,1
-0.330492,-0.511288,-1
0.163512,-0.804338,-1
0.109816,-0.579414,-1
-0.359705,-0.928442,-1
0.918,0.73707,-1
-0.836209,-0.289639,-1
0.743501,0.94892,-1
-0.874169,0.419333,-1
0.762864,-0.404085,-1
0.658779,0.174698,-1
-0.496103,-0.685646,-1
-0.950428,-0.38733,-1
0.709447,0.817384,-1
0.59113,0.383291,-1
0.553756,-0.488578,-1
0.959485,-0.300339,-1
0.676864,0.00761,-1
0.737481,-0.378115,-1
-0.298151,-0.785179,-1
0.602398,0.647077,-1
-0.483604,-0.397897,-1
-0.707109,0.69195,-1
0.109669,0.53305,-1
-0.062047,-0.415493,-1
-0.254167,-0.365303,-1
0.182132,-0.978343,-1
-0.002542,-0.166133,1
-0.611927,-0.340729,-1
-0.907751,0.196773,-1
0.192317,0.081837,1
-0.592046,-0.185437,-1
0.181976,-0.422601,-1
0.228956,0.939631,-1
0.596922,-0.627715,-1
-0.893728,0.894298,-1
-0.381429,0.212621,-1
-0.020526,0.64661,-1
-0.273573,-0.63129,-1
-0.454659,-0.77817,-1
0.478711,0.370543,-1
-0.838121,-0.515406,-1
-0.514161,0.626716,-1
-0.316726,0.028949,1
-0.838357,-0.990444,-1
0.807119,0.422765,-1
0.127787,0.815335,-1
0.311944,-0.713826,-1
-0.31496,-0.196337,1
0.021451,0.353106,1
-0.750721,0.733554,-1
0.189814,0.088673,1
0.104157,-0.507313,-1
-0.024466,-0.221669,1
0.863407,-0.940253,-1
0.076696,0.555954,-1
0.550641,-0.472216,-1
0.871828,-0.592196,-1
-0.014488,0.223727,1
-0.767228,-0.767183,-1
0.413207,0.073845,-1
0.276446,-0.789149,-1
-0.751867,0.828154,-1
-0.347764,-0.36989,-1
0.086828,-0.402694,-1
-0.335429,0.904447,-1
-0.760801,0.199598,-1
0.651855,0.899143,-1
-0.281764,-0.10022,1
0.339079,-0.19875,1
0.709024,0.751543,-1
0.047748,0.313579,1
-0.659698,-0.071639,-1
0.161913,0.397258,-1
0.298901,-0.14996,1
0.057929,0.675986,-1
0.926911,-0.968258,-1
0.735716,0.380054,-1
-0.026612,-0.617896,-1
-0.310689,0.478398,-1
0.884476,0.939338,-1
0.104622,0.766973,-1
0.148374,-0.759609,-1
0.323727,0.111735,1
0.9355,0.153486,-1
0.562236,0.897,-1
-0.353684,-0.404223,-1
0.619774,-0.979971,-1
0.549379,-0.589577,-1
-0.370775,-0.702206,-1
0.6456,0.968917,-1
-0.674263,-0.758824,-1
-0.183099,-0.597211,-1
-0.562246,-0.976206,-1
-0.928055,0.841647,-1
0.19502,0.298994,1
-0.159561,-0.7267,-1
-0.32166,-0.537158,-1
-0.800194,-0.283397,-1
0.233986,0.673916,-1
-0.002938,-0.328586,1
0.452269,-0.785286,-1
-0.057752,0.349966,1
0.630978,-0.872055,-1
-0.731062,-0.422688,-1
-0.422836,-0.154939,-1
-0.401453,0.333278,-1
0.289471,0.633726,-1
0.604849,-0.336685,-1
-0.496943,-0.961175,-1
0.852454,-0.222229,-1
0.784424,-0.93245,-1
-0.834747,-0.614225,-1
-0.444321,-0.140885,-1
-0.374803,0.68307,-1
0.802119,0.600839,-1
0.74422,-0.692571,-1
0.334218,-0.388443,-1
0.204943,0.059305,1
0.912055,-0.601009,-1
-0.890259,0.849771,-1
-0.910793,-0.185885,-1
0.388241,0.89114,-1
0.170849,0.439532,-1
-0.640932,0.921367,-1
-0.050548,-0.227623,1
-0.022545,0.45445,-1
-0.058187,0.226912,1
0.709957,-0.286628,-1
-0.801783,-0.739693,-1
0.708783,0.81928,-1
0.244794,0.881595,-1
-0.14831,0.624324,-1
0.506088,-0.193525,-1
0.708577,0.927883,-1
-0.692445,-0.978511,-1
-0.292866,-0.938016,-1
0.501868,0.914255,-1
-0.308908,0.192277,1
-0.585997,0.742148,-1
0.172066,-0.350895,1
-0.90989,-0.083559,-1
0.893792,0.11135,-1
0.597463,0.684151,-1
0.868621,-0.170137,-1
0.000871,0.637026,-1
0.223004,-0.407482,-1
-0.982107,-0.385464,-1
-0.339244,-0.720803,-1
-0.645095,0.556055,-1
-0.417824,0.182702,-1
-0.006578,-0.922989,-1
0.191412,-0.449253,-1
-0.344054,-0.054291,1
-0.153814,-0.594382,-1
0.209071,-0.440789,-1
-0.917165,-0.796112,-1
-0.344133,0.158585,1
0.560634,-0.550457,-1
-0.991523,0.365815,-1
0.083929,-0.338748,1
-0.332312,-0.184487,1
0.328879,0.924172,-1
-0.043835,0.768163,-1
0.982375,-0.703297,-1
-0.213914,-0.606278,-1
0.523955,0.788375,-1
0.100127,-0.365871,1
0.231308,-0.746205,-1
-0.472371,-0.821519,-1
0.606984,0.169323,-1
0.527032,0.674238,-1
-0.839588,0.505315,-1
-0.611028,-0.310147,-1
0.162738,0.82003,-1
0.244006,0.799675,-1
-0.225078,0.420472,-1
0.17698,-0.688085,-1
0.834607,0.513149,-1
0.475685,-0.378098,-1
-0.690631,0.323673,-1
-0.866935,0.155404,-1
-0.966596,-0.353375,-1
0.83626,0.157837,-1
-0.857101,0.698735,-1
0.21511,-0.838994,-1
0.452358,0.609387,-1
-0.245896,0.727085,-1
0.55339,0.710503,-1
0.363163,-0.529785,-1
0.291249,-0.565317,-1
0.179169,0.88588,-1
0.663524,0.503586,-1
0.412148,-0.314486,-1
0.351428,-0.891756,-1
0.745545,0.162612,-1
-0.430757,0.270627,-1
0.856506,-0.601866,-1
-0.839973,-0.036285,-1
-0.101886,-0.975065,-1
0.718718,-0.590097,-1
0.600089,-0.043554,-1
-0.980037,0.133537,-1
-0.696985,-0.935989,-1
0.729573,-0.53363,-1
0.054212,-0.849385,-1
0.395039,0.934799,-1
-0.848135,-0.803204,-1
0.67923,0.042884,-1
-0.817737,0.997262,-1
-0.699873,-0.257135,-1
0.149733,-0.574238,-1
-0.929573,-0.075932,-1
0.439188,-0.837563,-1
0.799164,-0.452045,-1
-0.213906,-0.225486,1
0.077723,0.023186,1
-0.760897,-0.592068,-1
-0.392542,0.393656,-1
-0.243174,0.595917,-1
0.502334,0.892854,-1
0.345185,0.247425,-1
-0.186954,0.486441,-1
0.935147,0.915295,-1
0.866921,0.765926,-1
-0.48257,0.343143,-1
0.31601,-0.192473,1
-0.219247,-0.476943,-1
-0.080216,0.020692,1
0.282003,-0.154117,1
-0.46635,-0.578209,-1
0.325465,0.955031,-1
0.213559,0.826789,-1
0.343149,-0.767688,-1
0.211053,-0.3808,-1
-0.685147,0.866403,-1
-0.875314,0.408785,-1
-0.51068,0.555229,-1
0.050071,-0.093944,1
-0.163814,0.676928,-1
-0.542325,-0.579288,-1
-0.210615,-0.538263,-1
-0.657698,0.573258,-1
0.126015,-0.052385,1
-0.348396,0.041588,1
-0.868687,-0.149116,-1
-0.837064,0.661187,-1
0.832199,0.75388,-1
-0.829806,0.961834,-1
-0.910733,-0.886097,-1
0.681669,0.331448,-1
0.667638,0.677792,-1
-0.127853,-0.310738,1
0.845128,-0.363214,-1
0.443943,0.852994,-1
-0.703364,0.540254,-1
-0.148432,0.47481,-1
0.927243,0.254416,-1
0.610835,0.473522,-1
-0.089144,0.706161,-1
-0.178643,-0.637129,-1
-0.905932,-0.632368,-1
0.68644,-0.122503,-1
-0.77849,0.662715,-1
-0.460425,0.427639,-1
-0.352061,0.201759,-1
0.181651,0.63375,-1
0.085692,-0.637491,-1
-0.221235,0.34298,-1
0.06905,0.927143,-1
0.310847,0.987511,-1
-0.574891,0.861046,-1
0.66174,-0.435852,-1
0.08547,0.555301,-1
-0.895608,-0.072096,-1
-0.781174,0.974053,-1
-0.400557,-0.773905,-1
0.729648,0.532151,-1
0.975465,0.465037,-1
-0.263709,-0.078967,1
0.876013,-0.168164,-1
-0.286319,-0.814171,-1
0.625676,0.73378,-1
0.490905,-0.936221,-1
-0.20494,-0.670984,-1
-0.735303,0.07437,-1
0.482042,0.7559,-1
0.057608,-0.804957,-1
-0.998504,-0.343538,-1
-0.072214,-0.802775,-1
0.472746,-0.558858,-1
0.734322,0.428284,-1
0.635061,-0.792833,-1
0.7112,0.801462,-1
0.257227,-0.179282,1
0.848471,0.66307,-1
-0.490046,-0.97826,-1
0.469717,-0.574112,-1
0.872084,-0.041783,-1
0.497679,-0.254268,-1
-0.622894,-0.787674,-1
-0.635327,0.110096,-1
-0.08401,-0.357302,1
0.095094,0.253762,1
-0.420988,-0.883007,-1
0.61454,-0.563099,-1
0.949766,0.040984,-1
-0.746738,0.583761,-1
0.700647,-0.315408,-1
0.663669,-0.324267,-1
-0.083169,0.649588,-1
0.960884,-0.244706,-1
0.765138,-0.409919,-1
-0.201739,-0.98989,-1
-0.129131,0.838428,-1
0.189472,0.667728,-1
0.919718,0.41968,-1
0.205404,0.723616,-1
-0.944713,-0.837842,-1
0.70155,-0.711615,-1
0.943714,-0.449667,-1
-0.185912,-0.513194,-1
-0.987222,-0.449196,-1
-0.288751,-0.804333,-1
-0.019629,0.149955,1
-0.248096,0.821751,-1
0.409332,0.060417,-1
-0.3028,-0.729059,-1
-0.619283,0.678525,-1
0.731393,-0.133598,-1
-0.361236,-0.181054,-1
0.525046,0.55476,-1
-0.84698,0.433585,-1
0.932897,0.894568,-1
0.999837,0.99688,-1
-0.368038,-0.211291,-1
0.739712,-0.055439,-1
0.412445,-0.346886,-1
-0.704963,-0.444016,-1
0.909119,-0.209034,-1
0.02439,0.197878,1
-0.379733,-0.758569,-1
-0.002611,0.302589,1
0.25606,-0.003063,1
-0.832109,0.5691,-1
0.663461,0.54736,-1
-0.695235,-0.809923,-1
0.74472,-0.501839,-1
0.869443,-0.742173,-1
-0.762509,-0.799186,-1
0.699048,0.29326,-1
-0.468744,0.220445,-1
-0.546772,-0.235012,-1
-0.479151,0.681158,-1
-0.088372,0.32201,1
0.641283,0.57834,-1
0.563635,0.359907,-1
0.634294,-0.249095,-1
0.847004,-0.879536,-1
0.288751,0.841651,-1
-0.451129,-0.342562,-1
0.364747,0.149579,1
0.826626,0.054472,-1
-0.776617,-0.210001,-1
-0.571317,-0.210685,-1
0.502527,0.716545,-1
0.412238,0.751562,-1
0.667218,-0.547854,-1
-0.07369,-0.952092,-1
0.536191,-0.9624,-1
0.394626,0.922042,-1
-0.40961,0.260409,-1
-0.308641,0.442353,-1
-0.654204,-0.963672,-1
0.549859,0.813549,-1
0.361452,0.81401,-1
0.197987,0.641967,-1
-0.370333,0.141195,1
-0.425823,0.739557,-1
-0.642916,-0.401094,-1
0.062506,0.563065,-1
0.231077,0.934819,-1
0.835774,0.868351,-1
-0.322629,0.249673,-1
0.406522,0.505648,-1
-0.105126,0.372658,1
0.558938,0.531527,-1
0.435652,0.077343,-1
0.159504,-0.063355,1
0.554849,-0.034861,-1
0.748128,-0.552028,-1
0.333484,-0.189823,1
-0.874711,0.398761,-1
0.789821,-0.911924,-1
0.544404,-0.091708,-1
-0.866098,0.72403,-1
-0.384861,-0.288209,-1
0.70237,-0.657522,-1
-0.398754,-0.518425,-1
-0.896012,0.53568,-1
-0.414831,-0.436168,-1
