@relation temp1427227931572

@attribute x0 numeric
@attribute x1 numeric
@attribute class {1,-1}

@data
-0.157487,-0.013629,1
-0.156951,-0.293645,1
-0.156774,0.303491,1
-0.153559,-0.142208,1
-0.152981,-0.302549,1
-0.152657,0.349564,1
-0.133992,0.285773,1
-0.12957,-0.447982,-1
-0.127853,-0.310738,1
-0.12283,0.749808,-1
-0.121223,-0.148018,1
-0.120005,0.15977,1
-0.117725,0.144185,1
-0.117714,0.082942,1
-0.111687,0.124657,1
-0.107353,0.166589,1
-0.104846,-0.134262,1
-0.099654,-0.213569,1
-0.096413,0.201381,1
-0.096069,0.077111,1
-0.095049,-0.157356,1
-0.092548,0.081569,1
-0.089274,-0.183116,1
-0.087681,-0.323297,1
-0.086998,0.052591,1
-0.086219,0.365042,1
-0.085754,-0.348201,1
-0.084314,0.23766,1
-0.081956,0.127131,1
-0.080216,0.020692,1
-0.077275,0.058005,1
-0.069012,-0.136523,1
-0.068203,-0.008029,1
-0.066077,-0.323246,1
-0.065362,-0.097856,1
-0.0611,-0.263231,1
-0.060696,-0.371417,1
-0.059706,0.095967,1
-0.057439,-0.035349,1
-0.057379,-0.023385,1
-0.055688,-0.37574,1
-0.053766,-0.327028,1
-0.053581,-0.074842,1
-0.051317,0.243056,1
-0.050548,-0.227623,1
-0.050386,-0.051482,1
-0.043779,0.114027,1
-0.043532,-0.35713,1
-0.043507,-0.250948,1
-0.041536,-0.34019,1
-0.041458,0.24406,1
-0.040471,-0.383876,1
-0.040273,0.027766,1
-0.038727,0.263532,1
-0.033844,-0.334899,1
-0.031005,-0.139846,1
-0.024028,-0.208709,1
-0.02333,0.024142,1
-0.020238,0.373909,1
-0.018608,-0.279368,1
-0.017481,0.22582,1
-0.017462,-0.87108,-1
-0.013793,0.295228,1
-0.010362,0.216919,1
-0.008242,0.103373,1
-0.001721,0.315154,1
0.000455,0.134637,1
0.001842,0.027024,1
0.003408,0.053135,1
0.004501,0.248851,1
0.012346,-0.089487,1
0.013676,-0.051083,1
0.017807,-0.261371,1
0.021021,0.252473,1
0.0223,0.242151,1
0.026267,0.326509,1
0.027429,-0.202853,1
0.028839,0.21789,1
0.030405,0.39617,1
0.0317,0.339983,1
0.034286,-0.270607,1
0.035474,0.045724,1
0.037031,-0.084417,1
0.037083,0.397902,1
0.037222,-0.00977,1
0.037272,0.027155,1
0.039328,0.091438,1
0.039993,0.386757,1
0.043548,0.129151,1
0.047625,-0.069924,1
0.047748,0.313579,1
0.049694,0.249498,1
0.054943,-0.02094,1
0.055144,0.290464,1
0.056353,-0.753892,-1
0.061031,-0.317214,1
0.069494,0.020154,1
0.071614,0.025533,1
0.073088,-0.170845,1
0.07407,0.239,1
0.074829,-0.383003,1
0.074986,0.30031,1
0.07525,0.322089,1
0.077723,0.023186,1
0.080217,0.287072,1
0.083414,-0.129169,1
0.090061,-0.079037,1
0.092042,0.097278,1
0.096514,-0.131073,1
0.100127,-0.365871,1
0.10221,0.171365,1
0.103178,-0.912069,-1
0.109448,-0.004461,1
0.110026,-0.101825,1
0.110908,-0.222125,1
0.111284,-0.338208,1
0.113384,0.260977,1
0.114853,-0.330528,1
0.122399,-0.029331,1
0.125501,-0.077024,1
0.129994,0.074024,1
0.13588,-0.127349,1
0.141173,0.236856,1
0.141426,-0.025386,1
0.145641,0.329915,1
0.146054,-0.013861,1
0.151002,0.210947,1
0.15203,0.062707,1
0.15324,0.343764,1
0.157067,0.128454,1
0.159504,-0.063355,1
0.160658,0.260271,1
0.163166,0.023892,1
0.164739,-0.118424,1
0.167398,0.272354,1
0.16871,0.257821,1
0.171357,0.258668,1
0.171821,-0.148003,1
0.182163,0.053193,1
0.185088,0.1289,1
0.187211,0.076868,1
0.191829,-0.235697,1
0.191997,0.07402,1
0.192317,0.081837,1
0.194443,-0.079743,1
0.19502,0.298994,1
0.199677,0.03422,1
0.201133,0.264097,1
0.202946,-0.080567,1
0.204943,0.059305,1
0.206785,0.290863,1
0.20918,-0.088996,1
0.20974,0.156951,1
0.211465,-0.018751,1
0.214643,0.056623,1
0.216544,-0.323418,1
0.21729,0.247632,1
0.218968,-0.107504,1
0.222344,-0.017747,1
0.222511,0.198763,1
0.222902,-0.228616,1
0.229045,-0.276813,1
0.23275,0.279885,1
0.235386,-0.308345,1
0.236889,-0.028887,1
0.237759,-0.181957,1
0.241366,0.085078,1
0.247234,0.311708,1
0.248855,-0.094518,1
0.249609,-0.141901,1
0.251412,-0.106111,1
0.252833,-0.064012,1
0.25606,-0.003063,1
0.257227,-0.179282,1
0.262125,0.2366,1
0.268304,-0.198864,1
0.270629,0.257693,1
0.270702,-0.1882,1
0.27301,-0.10432,1
0.278693,-0.273462,1
0.280681,-0.248926,1
0.28193,0.172145,1
0.286613,0.274791,1
0.28802,-0.243723,1
0.295455,-0.212927,1
0.298178,-0.177619,1
0.298901,-0.14996,1
0.306444,0.023046,1
0.308848,-0.236734,1
0.314553,-0.044474,1
0.31601,-0.192473,1
0.332909,-0.2175,1
0.333252,-0.074326,1
0.333484,-0.189823,1
0.333702,-0.084253,1
0.342341,0.151564,1
0.349766,0.188634,1
0.368607,0.087639,1
0.371036,0.033374,1
0.372403,0.095504,1
0.383234,-0.057166,1
0.383901,-0.033667,1
0.389137,-0.6037,-1
0.391055,-0.059944,1
0.399008,0.018301,1
0.406711,-0.974956,-1
0.413286,-0.383573,-1
0.472616,0.01387,-1
0.819018,-0.80859,-1
