@relation HalfMoonWithLabel

@attribute X numeric
@attribute Y numeric
@attribute class {1,2}

@data
0.631973,0.286656,2
0.259359,0.083866,2
0.453369,0.582165,2
0.58331,0.058852,2
0.747009,-0.103351,2
0.418059,0.21845,2
0.546152,0.125124,2
0.399078,0.165937,2
0.546155,0.079488,2
0.504544,0.366288,2
0.332123,0.256287,2
0.011975,0.627287,2
0.553342,0.207212,2
0.271133,-0.085449,2
0.438314,0.388878,2
0.663373,0.26625,2
0.468103,0.231661,2
0.729557,0.117546,2
0.297,0.516679,2
0.05605,0.435952,2
0.550303,0.430579,2
0.587762,0.148922,2
0.536609,0.01081,2
0.595746,0.173311,2
0.478357,0.55963,2
0.704092,0.427663,2
0.324766,0.214498,2
0.562146,0.58069,2
0.569229,0.330376,2
0.44185,0.393898,2
0.321776,0.205164,2
0.606513,0.314152,2
0.453306,0.362348,2
0.359277,0.62727,2
0.660529,0.79043,2
0.623133,0.604042,2
0.500163,0.266425,2
0.535983,0.31408,2
0.716034,0.359461,2
0.486722,-0.014947,2
0.448422,0.245793,2
0.763434,0.535305,2
0.376841,-0.048925,2
0.278993,0.372106,2
0.618858,0.641118,2
0.458838,0.209537,2
0.454459,0.46859,2
0.42851,0.147023,2
0.511968,0.276048,2
0.562319,0.494382,2
0.536115,0.408575,2
0.561306,0.47443,2
0.243939,0.296364,2
0.377206,0.277743,2
0.420368,0.61797,2
0.49862,0.125473,2
0.568471,0.27025,2
0.624451,0.376484,2
0.649554,0.178633,2
0.646841,0.673328,2
0.590996,0.477618,2
0.446256,0.361349,2
0.53474,0.404354,2
0.383869,0.425415,2
0.472037,0.355674,2
0.511342,-0.231913,2
0.56362,0.504051,2
0.511284,0.42224,2
0.358439,0.271206,2
0.663599,0.591486,2
0.57624,0.254566,2
0.350544,0.366177,2
0.495545,0.026656,2
0.387334,0.219283,2
0.649609,0.26509,2
0.257418,0.417913,2
0.448625,0.354183,2
0.289859,0.581579,2
0.405022,-0.049711,2
0.324675,0.294945,2
0.49691,0.352164,2
0.487186,0.290371,2
0.315259,-0.147492,2
0.553822,0.443165,2
0.436217,0.265413,2
0.437131,0.185166,2
0.456702,0.016718,2
0.388687,0.575084,2
0.51222,0.150308,2
0.596053,0.546657,2
0.458451,0.15835,2
0.419407,0.414334,2
0.394927,0.202698,2
0.5374,0.11687,2
0.37378,-0.015436,2
0.635171,0.854764,2
0.627506,0.317047,2
0.560809,0.317421,2
0.429757,0.347212,2
0.669899,0.587334,2
0.406639,0.246427,2
0.336082,0.462699,2
0.315451,0.57505,2
0.399413,0.409676,2
0.533049,0.176423,2
0.606255,0.096536,2
0.422622,0.450462,2
0.379221,0.774853,2
0.761241,0.608811,2
0.484987,0.230109,2
0.560864,0.384139,2
0.428966,0.719096,2
0.367172,0.372761,2
0.397442,0.868242,2
0.572702,0.261337,2
0.453018,-0.017319,2
0.482005,0.048898,2
0.651882,0.293661,2
0.31522,0.367835,2
0.396377,0.514754,2
0.338374,0.370887,2
0.307012,0.41634,2
0.361135,0.722292,2
0.616918,0.340972,2
0.325309,0.268401,2
0.830807,0.417832,2
0.416357,0.456111,2
0.242788,0.366747,2
0.477852,0.665826,2
0.494035,0.485613,2
0.402147,0.076508,2
0.545114,0.205627,2
0.504646,0.505607,2
0.381728,0.613321,2
0.463669,0.652743,2
0.452628,0.362428,2
0.636936,0.113376,2
0.92223,0.155795,2
0.318742,0.577528,2
0.665803,0.237139,2
0.532412,0.477015,2
0.427371,0.136643,2
0.406759,0.536541,2
0.173395,0.386116,2
0.717258,0.531075,2
0.401639,0.445634,2
0.548906,-0.24355,2
0.627336,0.419158,2
0.681792,0.429929,2
0.51426,0.810488,2
0.324173,0.273816,2
0.446643,0.272205,2
0.347442,0.251055,2
0.436337,0.532975,2
0.489621,0.322666,2
0.446045,0.720018,2
0.552455,0.19838,2
0.332082,0.796279,2
0.336159,0.10783,2
0.599795,0.444049,2
0.493346,0.367678,2
0.512909,0.705665,2
0.489245,-0.084339,2
0.477728,0.092001,2
0.220949,0.27785,2
0.565004,0.35842,2
0.650729,-0.099033,2
0.51018,0.32528,2
0.439964,0.731499,2
0.509552,0.22554,2
0.415262,0.16532,2
0.417636,0.778121,2
0.596191,0.572317,2
0.400896,0.523323,2
0.125764,0.369781,2
0.572754,0.430571,2
0.526081,0.508956,2
0.555527,0.616538,2
0.487024,0.267287,2
0.331083,0.192872,2
0.648648,0.188957,2
0.303275,0.381572,2
0.444752,0.213256,2
0.425993,0.521321,2
0.395712,0.630169,2
0.375765,0.447657,2
0.541485,0.457365,2
0.506178,0.04551,2
0.59742,0.314008,2
0.071078,0.536665,2
0.671824,0.354982,2
0.63647,0.369322,2
0.333518,0.457187,2
0.586898,0.355067,2
0.664974,0.328234,2
0.577435,0.801583,2
0.695307,0.758323,2
0.337938,0.38762,2
0.475601,0.51778,2
0.109353,0.201287,2
0.394126,0.777012,2
0.619836,0.591894,2
0.427462,0.355075,2
0.465838,0.215454,2
0.345987,0.798583,2
0.644038,0.051304,2
0.35517,0.042535,2
0.461523,0.660657,2
0.346772,0.423103,2
0.602035,0.51265,2
0.481314,0.051873,2
0.231799,0.205028,2
0.552881,0.369892,2
0.351565,0.449761,2
0.629387,0.185467,2
0.691513,0.075059,2
0.650182,0.165869,2
0.481075,0.199829,2
0.554511,0.114486,2
0.360946,0.227806,2
0.450294,0.512633,2
0.318322,0.200684,2
0.507215,0.319053,2
0.485975,0.166587,2
0.624473,0.632311,2
0.328815,0.629561,2
0.60964,0.391233,2
0.565399,0.600603,2
0.181491,-0.036174,2
0.307061,0.106559,2
0.396572,0.465101,2
0.687829,-0.136309,2
0.438907,0.230989,2
0.508377,0.616037,2
0.322698,0.443747,2
0.498991,0.993064,2
0.504034,0.591644,2
0.648244,0.901978,2
0.414073,0.573099,2
0.452227,0.457514,2
0.495199,0.638547,2
0.761787,0.466125,2
0.649521,0.501701,2
0.53639,0.603379,2
0.436057,0.620725,2
0.351659,0.679376,2
0.613604,0.178684,2
0.422894,0.056791,2
0.501695,0.518618,2
0.627534,0.07191,2
0.526479,0.157393,2
0.491076,0.2859,2
0.50245,0.294562,2
0.380028,0.135104,2
0.226704,0.610826,2
0.521694,-0.030657,2
0.428955,0.367788,2
0.393343,0.566341,2
0.679156,0.700288,2
0.484781,0.725293,2
0.104055,0.371877,2
0.240125,0.200748,2
0.292915,0.758884,2
0.42817,0.181625,2
0.648417,0.536669,2
0.525387,0.399037,2
0.527413,0.000375,2
0.718301,0.437307,2
0.681748,0.216346,2
0.509538,0.499571,2
0.55072,0.554223,2
0.37753,0.651965,2
0.398883,0.139181,2
0.384698,0.540911,2
0.694928,0.386809,2
0.541441,0.401596,2
0.600094,0.295425,2
0.465314,0.342825,2
0.427217,0.860026,2
0.37789,0.391267,2
0.520593,0.338809,2
0.722052,0.768545,2
0.509071,0.629094,2
0.307393,0.320239,2
0.490395,0.127182,2
0.465333,0.724643,2
0.41659,0.636468,2
0.411646,0.280799,2
0.360336,0.838379,2
0.520621,0.572445,2
0.350396,0.386809,2
0.466588,0.497697,2
0.353385,0.489413,2
0.475787,0.294192,2
0.40285,0.36738,2
0.397788,0.556382,2
0.243145,0.991606,2
0.40327,0.775571,2
0.536036,0.486956,2
0.379114,0.203867,2
0.523896,0.763304,2
0.532511,0.539436,2
0.25434,0.425848,2
0.525351,0.147766,2
0.528678,0.286163,2
0.477135,0.536159,2
0.55822,0.426584,2
0.472685,0.322445,2
0.425208,0.816846,2
0.651242,0.445621,2
0.372948,0.417505,2
0.433238,0.299969,2
0.488468,0.397426,2
0.450962,0.593089,2
0.279383,0.790052,2
0.385774,0.363648,2
0.235884,0.555022,2
0.559727,0.422342,2
0.496163,0.415307,2
0.864382,0.470155,2
0.756678,0.026443,2
0.309543,0.783923,2
0.12205,0.814436,2
0.479985,0.539381,2
0.399262,0.333041,2
0.50237,0.630012,2
0.357105,0.41107,2
0.394532,0.350208,2
0.52584,0.774334,2
0.502763,0.085405,2
0.463744,0.708823,2
0.224233,0.266922,2
0.499729,0.089961,2
0.362063,0.262646,2
0.475235,0.249028,2
0.633395,0.133923,2
0.229608,0.307377,2
0.356021,0.603723,2
0.403193,0.284293,2
0.432925,0.416804,2
0.576902,0.382133,2
0.422084,0.759874,2
0.323415,0.584503,2
0.461608,0.537217,2
0.342772,0.114907,2
0.659632,0.776123,2
0.3707,0.669541,2
0.493459,0.324791,2
0.505848,0.579177,2
0.647912,0.398144,2
0.390787,0.254115,2
0.223648,0.300041,2
0.403443,0.455435,2
0.489393,0.900443,2
0.402784,0.371486,2
0.420239,0.719742,2
0.242497,0.6679,2
0.440148,0.560781,2
0.320554,0.677727,2
0.521225,0.578055,2
0.622518,0.528512,2
0.454959,0.564318,2
0.582774,0.405774,2
0.405033,0.517066,2
0.372822,0.585174,2
0.610837,0.34249,2
0.49641,0.137944,2
0.60707,0.624495,2
0.552886,1.021817,2
0.693926,-0.084836,2
0.56308,0.40636,2
0.289763,0.339939,2
0.433773,0.399203,2
0.661109,0.333003,2
0.643355,0.131938,2
0.428178,0.32091,2
0.503866,0.536805,2
0.47361,0.266221,2
0.257025,0.523114,2
0.458607,0.622157,2
0.62492,0.523463,2
0.445408,0.188171,2
0.341342,0.299977,2
0.334006,0.752891,2
0.434715,0.436015,2
0.223387,0.261044,2
0.752318,0.492754,2
0.693981,0.687894,2
0.66356,0.577758,2
0.46138,0.238678,2
0.482058,0.46825,2
0.599661,0.556952,2
0.476479,0.123777,2
0.318278,0.482311,2
0.347431,0.249436,2
0.07924,0.639639,2
0.41046,0.297767,2
0.542078,0.440355,2
0.394691,0.61987,2
0.337696,0.381649,2
0.379952,0.535122,2
0.360194,0.966256,2
0.306913,0.446943,2
0.40226,0.466495,2
0.488591,1.016126,2
0.643498,0.479688,2
0.67623,0.577758,2
0.260419,0.594398,2
0.259153,0.489655,2
0.414798,0.179712,2
0.269066,0.283409,2
0.522073,0.474243,2
0.424,0.655442,2
0.563244,0.614625,2
0.323138,0.671224,2
0.503441,0.779341,2
0.397961,0.47656,2
0.40914,0.653045,2
0.408168,0.210073,2
0.551096,0.532287,2
0.475425,0.622948,2
0.307937,0.166332,2
0.548362,0.625591,2
0.27778,0.792215,2
0.652947,0.15183,2
0.428546,0.507834,2
0.603658,0.697776,2
0.500209,0.508315,2
0.521043,0.456043,2
0.602617,0.739328,2
0.648958,0.935343,2
0.316027,0.218259,2
0.572694,0.519808,2
0.303863,0.881129,2
0.364597,0.409361,2
0.431248,0.460056,2
0.571735,1.028601,2
0.491084,0.415907,2
0.461281,0.33594,2
0.482266,0.954389,2
0.499899,0.211595,2
0.820204,0.438838,2
0.452411,0.317599,2
0.400333,0.529533,2
0.594063,0.84552,2
0.335555,0.748368,2
0.327272,0.755403,2
0.545435,0.67853,2
0.477207,0.074791,2
0.387556,0.480951,2
0.370958,0.395284,2
0.23886,0.344181,2
0.575348,0.931543,2
0.542196,0.337721,2
0.178485,0.592073,2
0.204393,0.343089,2
0.355554,0.63059,2
0.357424,0.374168,2
0.58785,0.713519,2
0.404783,0.492894,2
0.43192,0.348032,2
0.285357,0.481503,2
0.443857,0.883552,2
0.355027,0.413288,2
0.464995,0.487411,2
0.629908,0.554274,2
0.512701,0.176065,2
0.417123,0.666102,2
0.196566,0.54908,2
0.407372,0.742856,2
0.224403,0.189195,2
0.627281,0.51432,2
0.759613,0.656403,2
0.394647,0.689394,2
0.229485,0.455758,2
0.514249,0.657542,2
0.575164,0.686831,2
0.502837,0.776034,2
0.415113,0.773892,2
0.578132,0.769523,2
0.495117,0.837741,2
0.521033,0.747119,2
0.696084,0.613457,2
0.571491,0.574829,2
0.461542,0.542475,2
0.263147,0.836785,2
0.446253,0.883246,2
0.16273,0.467485,2
0.38648,0.582671,2
0.302567,0.477771,2
0.397101,0.426958,2
0.484921,0.48994,2
0.456727,0.447742,2
0.398389,0.661558,2
0.277294,0.49663,2
0.114487,0.384556,2
0.469385,0.736642,2
0.664699,0.75057,2
0.541334,0.865144,2
0.546591,0.699293,2
0.497494,1.025838,2
0.21768,0.72942,2
0.633818,0.396155,2
0.414268,0.450496,2
0.449954,0.431727,2
0.302243,0.635873,2
0.356048,0.524173,2
0.330792,0.696173,2
0.527775,0.468875,2
0.288819,0.594644,2
0.508058,0.349511,2
0.484339,0.635206,2
0.495218,0.420714,2
0.127488,0.650588,2
0.451975,0.61763,2
0.218652,0.683992,2
0.323497,0.700173,2
0.220052,0.782286,2
0.4092,0.716193,2
0.45643,0.63158,2
0.219862,0.630892,2
0.589706,0.724592,2
0.523597,0.994776,2
0.41625,0.583738,2
0.244927,0.562775,2
0.452452,0.546334,2
0.460235,0.671083,2
0.359052,0.720328,2
0.58306,0.925112,2
0.198943,0.329437,2
0.353298,0.264971,2
0.464466,0.599626,2
0.388363,0.776374,2
0.301952,0.933401,2
0.410353,0.364753,2
0.393664,1.086878,2
0.469594,0.785219,2
0.455305,0.548706,2
0.25901,0.62109,2
0.288665,0.331957,2
0.330193,0.65276,2
0.577393,0.660224,2
0.389025,0.567072,2
0.493983,0.60862,2
0.272168,0.635282,2
0.415822,0.349817,2
0.511106,0.41382,2
0.475043,0.607719,2
0.217743,0.473189,2
0.257819,0.370372,2
0.523665,0.476921,2
0.35405,0.842476,2
0.447362,1.039282,2
0.270922,0.636022,2
0.533488,0.930583,2
0.118723,0.738057,2
0.433614,0.592621,2
0.582777,0.29962,2
0.312865,0.92785,2
0.268059,0.696369,2
0.190232,0.542097,2
0.406243,0.782618,2
0.051411,0.237666,2
0.490716,0.417862,2
0.645672,0.599707,2
0.172484,0.513411,2
0.556266,0.980958,2
0.101051,0.897693,2
0.301617,0.772953,2
0.507633,0.674679,2
0.41636,0.296475,2
0.5036,0.378741,2
0.403182,0.682258,2
0.573781,0.245066,2
0.429867,0.64278,2
0.648708,1.154362,2
0.61518,0.959379,2
0.557496,0.330733,2
0.392215,0.690818,2
0.447478,0.340165,2
0.42017,0.782184,2
0.506331,0.534833,2
0.567928,0.649232,2
0.388034,0.762352,2
0.358956,0.535275,2
0.351368,0.418878,2
0.361237,0.919119,2
0.476347,0.819809,2
0.369237,0.402144,2
0.504322,0.609431,2
0.548318,0.771235,2
0.194636,0.679342,2
0.381297,0.837376,2
0.414476,0.663828,2
0.233515,0.871974,2
0.368298,0.816026,2
